0.571,0.843
0.58,0.791
0.61,0.965
0.531,0.41
0.568,0.549
0.615,0.973
0.56,0.651
0.6,0.925
0.557,0.744
0.626,0.95
0.514,0.38
0.555,0.609
0.581,0.899
0.517,0.46
0.55,0.667
